"name","neighborhood","city","year","stars"
"Sepia","West Loop","Chicago","2015","1"
"Sixteen","River North","Chicago","2015","2"
"Smyth","West Loop","Chicago","2015",""
"Spiaggia","Magnificent Mile","Chicago","2015","1"
"Takashi","Bucktown","Chicago","2015","1"
"Topolobampo","River North","Chicago","2015","1"
"The Lobby","Magnificent Mile","Chicago","2015",""
"Tru","Streeterville","Chicago","2015","1"
"Vie","Western Springs","Chicago","2015",""
"Blue Duck Tavern","West End","DC","2015",""
"Fiola by Fabio Trabocchi","Penn Quarter","DC","2015",""
"Kinship","Mount Vernon Square","DC","2015",""
"Komi","Dupont Circle","DC","2015",""
"Masseria","Union Market","DC","2015",""
"Métier","Mount Vernon Square","DC","2015",""
"Minibar by José Andrés","Penn Quarter","DC","2015",""
"Pineapple & Pearls","Eastern Market","DC","2015",""
"Plume","Downtown","DC","2015",""
"Rose's Luxury","Eastern Market","DC","2015",""
"Sushi Taro","Dupont Circle","DC","2015",""
"Tail Up Goat","Adams Morgan","DC","2015",""
"The Dabney","Mount Vernon Square","DC","2015",""
"The Inn at Little Washington","Washington, Virginia","DC","2015",""
"15 East","Manhattan","New York","2016",""
"A Voce Columbus","Manhattan","New York","2016",""
"A Voce Madison","Manhattan","New York","2016",""
"Adour","Manhattan","New York","2016",""
"Agern","Manhattan","New York","2016",""
"Ai Fiori","Manhattan","New York","2016","1"
"Alain Ducasse at the Essex House","Manhattan","New York","2016","Closed"
"Aldea","Manhattan","New York","2016","1"
"Allen & Delancey","Manhattan","New York","2016",""
"Alto","Manhattan","New York","2016",""
"Andanada","Manhattan","New York","2016","1"
"Annisa","Manhattan","New York","2016",""
"Anthos","Manhattan","New York","2016",""
"L'Appart","Manhattan","New York","2016",""
"Aquavit","Manhattan","New York","2016","2"
"Aska","Brooklyn","New York","2016",""
"L'Atelier de Joël Robuchon","Manhattan","New York","2016",""
"Atera","Manhattan","New York","2016","2"
"Aureole","Manhattan","New York","2016","1"
"Babbo","Manhattan","New York","2016","1"
"Bar Uchū","Manhattan","New York","2016",""
"Bâtard","Manhattan","New York","2016","1"
"Le Bernardin","Manhattan","New York","2016","3"
"Betony","Manhattan","New York","2016","1"
"Blanca","Brooklyn","New York","2016","2"
"BLT Fish","Manhattan","New York","2016",""
"Blue Hill","Manhattan","New York","2016","1"
"Bouley","Manhattan","New York","2016","1"
"The Breslin","Manhattan","New York","2016","1"
"Brushstroke","Manhattan","New York","2016","1"
"Café Boulud","Manhattan","New York","2016","1"
"Café China","Manhattan","New York","2016","1"
"Café Gray","Manhattan","New York","2016",""
"Cagen","Manhattan","New York","2016","1"
"Carbone","Manhattan","New York","2016","1"
"Casa Enrique","Queens","New York","2016","1"
"Casa Mono","Manhattan","New York","2016","1"
"Caviar Russe","Manhattan","New York","2016","1"
"Chef's Table at Brooklyn Fare","Manhattan","New York","2016","3"
"The Clocktower (restaurant)","Manhattan","New York","2016",""
"Contra","Manhattan","New York","2016",""
"Convivio","Manhattan","New York","2016",""
"Corton","Manhattan","New York","2016",""
"Cote (restaurant)","Manhattan","New York","2016",""
"Country","Manhattan","New York","2016",""
"Craft","Manhattan","New York","2016",""
"Cru","Manhattan","New York","2016",""
"Daniel","Manhattan","New York","2016","2"
"Danji","Manhattan","New York","2016",""
"Danny Brown Wine Bar & Kitchen","Queens","New York","2016",""
"Danube","Manhattan","New York","2016",""
"Del Posto","Manhattan","New York","2016","1"
"Delaware & Hudson","Brooklyn","New York","2016","1"
"Devi","Manhattan","New York","2016",""
"Dovetail","Manhattan","New York","2016","1"
"Dressler","Brooklyn","New York","2016",""
"Eighty-One","Manhattan","New York","2016",""
"Eleven Madison Park","Manhattan","New York","2016","3"
"Etats-Unis","Manhattan","New York","2016",""
"Faro","Brooklyn","New York","2016",""
"Fiamma Osteria","Manhattan","New York","2016",""
"The Finch","Brooklyn","New York","2016","1"
"Fleur de Sel","Manhattan","New York","2016",""
"Gabriel Kreuther","Manhattan","New York","2016","1"
"Gilt","Manhattan","New York","2016",""
"Gordon Ramsay at The London","Manhattan","New York","2016",""
"Gotham Bar and Grill","Manhattan","New York","2016","1"
"La Goulue","Manhattan","New York","2016",""
"Gramercy Tavern","Manhattan","New York","2016","1"
"Gunter Seeger","Manhattan","New York","2016",""
"Hakkasan","Manhattan","New York","2016",""
"Heartbreak","Manhattan","New York","2016",""
"Hirohisa","Manhattan","New York","2016","1"
"Ichimura at Brushstroke","Manhattan","New York","2016","2"
"Insieme","Manhattan","New York","2016",""
"Jean-Georges","Manhattan","New York","2016","3"
"Jewel Bako","Manhattan","New York","2016","1"
"JoJo","Manhattan","New York","2016",""
"Jungsik","Manhattan","New York","2016","2"
"Juni","Manhattan","New York","2016","1"
"Junoon","Manhattan","New York","2016","1"
"Kajitsu","Manhattan","New York","2016","1"
"Kanoyama","Manhattan","New York","2016",""
"Kurumazushi","Manhattan","New York","2016",""
"Kyo Ya","Manhattan","New York","2016","1"
"Lan Sheng","Manhattan","New York","2016",""
"Laut","Manhattan","New York","2016",""
"Lever House","Manhattan","New York","2016",""
"Lincoln","Manhattan","New York","2016",""
"Lo Scalco","Manhattan","New York","2016",""
"Luksus at Torst","Brooklyn","New York","2016","1"
"M. Wells Steakhouse","Queens","New York","2016","1"
"Marc Forgione","Manhattan","New York","2016",""
"March","Manhattan","New York","2016",""
"Marea","Manhattan","New York","2016","2"
"Masa","Manhattan","New York","2016","3"
"Meadowsweet","Brooklyn","New York","2016","1"
"Minetta Tavern","Manhattan","New York","2016","1"
"The Modern","Manhattan","New York","2016","2"
"Momofuku Ko","Manhattan","New York","2016","2"
"The Musket Room","Manhattan","New York","2016","1"
"Nix","Manhattan","New York","2016",""
"Nobu","Manhattan","New York","2016",""
"The NoMad","Manhattan","New York","2016","1"
"Oceana","Manhattan","New York","2016",""
"Per Se","Manhattan","New York","2016","3"
"Perry Street","Manhattan","New York","2016",""
"Peter Luger Steak House","Brooklyn","New York","2016","1"
"Picholine","Manhattan","New York","2016","1"
"Piora","Manhattan","New York","2016","1"
"Pok Pok NY","Brooklyn","New York","2016","1"
"Public","Manhattan","New York","2016","1"
"Rebelle","Manhattan","New York","2016","1"
"Le Restaurant","Manhattan","New York","2016",""
"Rhong-Tiam","Manhattan","New York","2016",""
"The River Café","Brooklyn","New York","2016","1"
"Rosanjin","Manhattan","New York","2016","1"
"Rouge Tomate","Manhattan","New York","2016",""
"Satsuki (restaurant)","Manhattan","New York","2016",""
"Saul","Brooklyn","New York","2016",""
"Scalini Fedeli","Manhattan","New York","2016",""
"Seäsonal","Manhattan","New York","2016",""
"Semilla","Brooklyn","New York","2016","1"
"Shalezeh","Manhattan","New York","2016",""
"SHO Shaun Hergatt","Manhattan","New York","2016",""
"La Sirena","Manhattan","New York","2016",""
"Somtum Der","Manhattan","New York","2016","1"
"Soto","Manhattan","New York","2016","2"
"The Spotted Pig","Manhattan","New York","2016","1"
"Sushi Amane","Manhattan","New York","2016",""
"Sushi Azabu","Manhattan","New York","2016","1"
"Sushi Ginza Onodera","Manhattan","New York","2016",""
"Sushi Inoue","Manhattan","New York","2016",""
"Sushi of Gari","Manhattan","New York","2016","1"
"Sushi Yasuda","Manhattan","New York","2016","1"
"Sushi Zo","Manhattan","New York","2016",""
"Take Root","Brooklyn","New York","2016","1"
"Tamarind Tribeca","Manhattan","New York","2016",""
"Telepan","Manhattan","New York","2016","1"
"Tempura Matsui","Manhattan","New York","2016","1"
"Tori Shin","Manhattan","New York","2016","1"
"Torrisi Italian Specialities","Manhattan","New York","2016",""
"Tulsi","Manhattan","New York","2016","1"
"Uncle Boons","Manhattan","New York","2016","1"
"Ushiwakamaru","Manhattan","New York","2016",""
"La Vara","Brooklyn","New York","2016","1"
"Veritas","Manhattan","New York","2016",""
"Vong","Manhattan","New York","2016",""
"Wallsé","Manhattan","New York","2016","1"
"wd~50","Manhattan","New York","2016",""
"Zabb Elee","Queens","New York","2016",""
"ZZ's Clam Bar","Manhattan","New York","2016","1"
"Acquerello","Nob Hill","San Francisco","2016","2"
"Adega","San Jose","San Francisco","2016",""
"Alexander’s Steakhouse","Cupertino","San Francisco","2016",""
"All Spice","San Mateo","San Francisco","2016","1"
"Al's Place","Mission","San Francisco","2016","1"
"Ame","SoMa","San Francisco","2016","1"
"Applewood","Guerneville","San Francisco","2016","Closed"
"Aster","Mission","San Francisco","2016","1"
"Atelier Crenn","Cow Hollow","San Francisco","2016","2"
"Aqua","Financial District","San Francisco","2016","Closed"
"Auberge du Soleil","Rutherford","San Francisco","2016","1"
"Aziza","Richmond","San Francisco","2016","1"
"Baumé","Palo Alto","San Francisco","2016","2"
"Benu","SoMa","San Francisco","2016","3"
"Bistro Jeanty","Yountville","San Francisco","2016",""
"Bouchon","Yountville","San Francisco","2016","1"
"Boulevard","SoMa","San Francisco","2016",""
"Bushi-Tei","Japantown","San Francisco","2016","Closed"
"Californios","Mission","San Francisco","2016","1"
"Campton Place","Union Square","San Francisco","2016","2"
"Chez Panisse","Berkeley","San Francisco","2016",""
"Chez TJ","Mountain View","San Francisco","2016","1"
"Coi","North Beach","San Francisco","2016","2"
"Commis","Oakland","San Francisco","2016","2"
"Commonwealth","Mission","San Francisco","2016","1"
"Cortez","Financial District","San Francisco","2016","Closed"
"Cyrus","Healdsburg","San Francisco","2016","Closed"
"Dio Deka","Los Gatos","San Francisco","2016",""
"Dry Creek Kitchen","Healdsburg","San Francisco","2016",""
"El Paseo","Mill Valley","San Francisco","2016","Closed"
"Etoile","Yountville","San Francisco","2016","Closed"
"Farmhouse Inn & Restaurant","Forestville","San Francisco","2016","1"
"Fifth Floor","SoMa","San Francisco","2016","Closed"
"Fleur de Lys","Financial District","San Francisco","2016","Closed"
"Frances","Castro","San Francisco","2016",""
"Gary Danko","North Beach","San Francisco","2016","1"
"Hashiri","SoMa","San Francisco","2016",""
"In Situ","SoMa","San Francisco","2016",""
"Jū-Ni","North Panhandle","San Francisco","2016",""
"K&L Bistro","Sebastopol","San Francisco","2016",""
"Keiko à Nob Hill","Nob Hill","San Francisco","2016","1"
"Kenzo","Napa","San Francisco","2016",""
"Kin Khao","Union Square","San Francisco","2016","1"
"Kinjo","Russian Hill","San Francisco","2016",""
"Kusakabe","Financial District","San Francisco","2016","1"
"La Costanera","Montara","San Francisco","2016",""
"La Folie","Russian Hill","San Francisco","2016",""
"La Toque","Rutherford","San Francisco","2016","1"
"Lazy Bear","Mission","San Francisco","2016","1"
"Lord Stanley","Nob Hill","San Francisco","2016","1"
"Luce","SoMa","San Francisco","2016","1"
"Madera","Menlo Park","San Francisco","2016",""
"Madrona Manor","Healdsburg","San Francisco","2016","1"
"Manresa","Los Gatos","San Francisco","2016","3"
"Martini House","St. Helena","San Francisco","2016","Closed"
"Maruya","Mission","San Francisco","2016",""
"Masa's","Nob Hill","San Francisco","2016","Closed"
"Michael Mina","Financial District","San Francisco","2016","1"
"Mirepoix","Windsor","San Francisco","2016","Closed"
"Mister Jiu’s","Chinatown","San Francisco","2016",""
"Mosu","Fillmore","San Francisco","2016",""
"Mourad","SoMa","San Francisco","2016","1"
"Murray Circle","Sausalito","San Francisco","2016",""
"Nico","Pacific Heights","San Francisco","2016","1"
"Octavia","Lower Pacific Heights","San Francisco","2016","1"
"Omakase","SoMa","San Francisco","2016","1"
"One Market","SoMa","San Francisco","2016",""
"Plumed Horse","Saratoga","San Francisco","2016","1"
"Quince","Jackson Square","San Francisco","2016","2"
"Range","Mission","San Francisco","2016",""
"Rasa","Burlingame","San Francisco","2016","1"
"Redd","Yountville","San Francisco","2016",""
"Rich Table","Hayes Valley","San Francisco","2016",""
"Rubicon","Financial District","San Francisco","2016","Closed"
"Saison","SoMa","San Francisco","2016","3"
"Sante","Sonoma","San Francisco","2016",""
"SingleThread Farms","Healdsburg","San Francisco","2016",""
"Solbar","Calistoga","San Francisco","2016","1"
"Sons & Daughters","Nob Hill","San Francisco","2016","1"
"SPQR","Fillmore","San Francisco","2016","1"
"Spruce","Presidio Heights","San Francisco","2016","1"
"State Bird Provisions","Fillmore","San Francisco","2016","1"
"Sushi Ran","Sausalito","San Francisco","2016",""
"Sushi Yoshizumi","San Mateo","San Francisco","2016","1"
"Terra","St. Helena","San Francisco","2016","1"
"Terrapin Creek","Bodega Bay","San Francisco","2016","1"
"The Dining Room at the Ritz-Carlton","Nob Hill","San Francisco","2016","Closed"
"The French Laundry","Yountville","San Francisco","2016","3"
"The Progress","Fillmore","San Francisco","2016",""
"The Restaurant at Meadowood","St. Helena","San Francisco","2016","3"
"The Village Pub","Woodside","San Francisco","2016","1"
"Trevese","Los Gatos","San Francisco","2016","Closed"
"Ubuntu","Napa","San Francisco","2016","Closed"
"Wako","Richmond","San Francisco","2016","1"
"Wakuriya","San Mateo","San Francisco","2016","1"
"42 Grams","Uptown","Chicago","2016","2"
"Acadia","South Loop","Chicago","2016","2"
"Alinea","Lincoln Park","Chicago","2016","3"
"Avenues","Magnificent Mile","Chicago","2016","Closed"
"Band of Bohemia","Ravenswood","Chicago","2016",""
"Blackbird","West Loop","Chicago","2016","1"
"Boka","Lincoln Park","Chicago","2016","1"
"Bonsoirée","Logan Square","Chicago","2016","Closed"
"Charlie Trotter's","Lincoln Park","Chicago","2016","Closed"
"Crofton on Wells","River North","Chicago","2016","Closed"
"Courtright's","Willow Springs","Chicago","2016","Closed"
"Dusek's","Pilsen","Chicago","2016","1"
"El Ideas","Douglas Park","Chicago","2016","1"
"Elizabeth","Ravenswood","Chicago","2016","1"
"Elske","West Loop","Chicago","2016",""
"Entente","Lakeview","Chicago","2016",""
"Everest","Loop","Chicago","2016","1"
"Goosefoot","Ravenswood","Chicago","2016","1"
"Grace","West Loop","Chicago","2016","3"
"Graham Elliot","River North","Chicago","2016","Closed"
"GreenRiver","Streeterville","Chicago","2016",""
"L2O","Lincoln Park","Chicago","2016","Closed"
"Longman & Eagle","Logan Square","Chicago","2016","1"
"Mexique","West Town","Chicago","2016",""
"Moto","Fulton Market","Chicago","2016","1"
"NAHA","River North","Chicago","2016","1"
"NoMI","Magnificent Mile","Chicago","2016",""
"North Pond","Lincoln Park","Chicago","2016","1"
"Oriole","West Loop","Chicago","2016",""
"Parachute","Avondale","Chicago","2016","1"
"RIA","Gold Coast","Chicago","2016","Closed"
"Roister","Fulton Market","Chicago","2016",""
"Schwa","West Town","Chicago","2016","1"
"Seasons","Magnificent Mile","Chicago","2016","Closed"
"Senza","Lakeview East","Chicago","2016","Closed"
"Sepia","West Loop","Chicago","2016","1"
"Sixteen","River North","Chicago","2016","2"
"Smyth","West Loop","Chicago","2016",""
"Spiaggia","Magnificent Mile","Chicago","2016","1"
"Takashi","Bucktown","Chicago","2016","Closed"
"Topolobampo","River North","Chicago","2016","1"
"The Lobby","Magnificent Mile","Chicago","2016",""
"Tru","Streeterville","Chicago","2016","1"
"Vie","Western Springs","Chicago","2016",""
"Blue Duck Tavern","West End","DC","2016",""
"Fiola by Fabio Trabocchi","Penn Quarter","DC","2016",""
"Kinship","Mount Vernon Square","DC","2016",""
"Komi","Dupont Circle","DC","2016",""
"Masseria","Union Market","DC","2016",""
"Métier","Mount Vernon Square","DC","2016",""
"Minibar by José Andrés","Penn Quarter","DC","2016",""
"Pineapple & Pearls","Eastern Market","DC","2016",""
"Plume","Downtown","DC","2016",""
"Rose's Luxury","Eastern Market","DC","2016",""
"Sushi Taro","Dupont Circle","DC","2016",""
"Tail Up Goat","Adams Morgan","DC","2016",""
"The Dabney","Mount Vernon Square","DC","2016",""
"The Inn at Little Washington","Washington, Virginia","DC","2016",""
"15 East","Manhattan","New York","2017",""
"A Voce Columbus","Manhattan","New York","2017",""
"A Voce Madison","Manhattan","New York","2017",""
"Adour","Manhattan","New York","2017",""
"Agern","Manhattan","New York","2017","1"
"Ai Fiori","Manhattan","New York","2017","1"
"Alain Ducasse at the Essex House","Manhattan","New York","2017","Closed"
"Aldea","Manhattan","New York","2017","1"
"Allen & Delancey","Manhattan","New York","2017",""
"Alto","Manhattan","New York","2017",""
"Andanada","Manhattan","New York","2017","1"
"Annisa","Manhattan","New York","2017",""
"Anthos","Manhattan","New York","2017",""
"L'Appart","Manhattan","New York","2017","1"
"Aquavit","Manhattan","New York","2017","2"
"Aska","Brooklyn","New York","2017","2"
"L'Atelier de Joël Robuchon","Manhattan","New York","2017",""
"Atera","Manhattan","New York","2017","2"
"Aureole","Manhattan","New York","2017","1"
"Babbo","Manhattan","New York","2017","1"
"Bar Uchū","Manhattan","New York","2017",""
"Bâtard","Manhattan","New York","2017","1"
"Le Bernardin","Manhattan","New York","2017","3"
"Betony","Manhattan","New York","2017","1"
"Blanca","Brooklyn","New York","2017","2"
"BLT Fish","Manhattan","New York","2017",""
"Blue Hill","Manhattan","New York","2017","1"
"Bouley","Manhattan","New York","2017",""
"The Breslin","Manhattan","New York","2017","1"
"Brushstroke","Manhattan","New York","2017",""
"Café Boulud","Manhattan","New York","2017","1"
"Café China","Manhattan","New York","2017","1"
"Café Gray","Manhattan","New York","2017",""
"Cagen","Manhattan","New York","2017","1"
"Carbone","Manhattan","New York","2017","1"
"Casa Enrique","Queens","New York","2017","1"
"Casa Mono","Manhattan","New York","2017","1"
"Caviar Russe","Manhattan","New York","2017","1"
"Chef's Table at Brooklyn Fare","Manhattan","New York","2017","3"
"The Clocktower (restaurant)","Manhattan","New York","2017",""
"Contra","Manhattan","New York","2017","1"
"Convivio","Manhattan","New York","2017",""
"Corton","Manhattan","New York","2017",""
"Cote (restaurant)","Manhattan","New York","2017",""
"Country","Manhattan","New York","2017",""
"Craft","Manhattan","New York","2017",""
"Cru","Manhattan","New York","2017",""
"Daniel","Manhattan","New York","2017","2"
"Danji","Manhattan","New York","2017",""
"Danny Brown Wine Bar & Kitchen","Queens","New York","2017",""
"Danube","Manhattan","New York","2017",""
"Del Posto","Manhattan","New York","2017","1"
"Delaware & Hudson","Brooklyn","New York","2017","1"
"Devi","Manhattan","New York","2017",""
"Dovetail","Manhattan","New York","2017","1"
"Dressler","Brooklyn","New York","2017",""
"Eighty-One","Manhattan","New York","2017",""
"Eleven Madison Park","Manhattan","New York","2017","3"
"Etats-Unis","Manhattan","New York","2017",""
"Faro","Brooklyn","New York","2017","1"
"Fiamma Osteria","Manhattan","New York","2017",""
"The Finch","Brooklyn","New York","2017","1"
"Fleur de Sel","Manhattan","New York","2017",""
"Gabriel Kreuther","Manhattan","New York","2017","1"
"Gilt","Manhattan","New York","2017",""
"Gordon Ramsay at The London","Manhattan","New York","2017",""
"Gotham Bar and Grill","Manhattan","New York","2017","1"
"La Goulue","Manhattan","New York","2017",""
"Gramercy Tavern","Manhattan","New York","2017","1"
"Gunter Seeger","Manhattan","New York","2017","1"
"Hakkasan","Manhattan","New York","2017",""
"Heartbreak","Manhattan","New York","2017",""
"Hirohisa","Manhattan","New York","2017","1"
"Ichimura at Brushstroke","Manhattan","New York","2017",""
"Insieme","Manhattan","New York","2017",""
"Jean-Georges","Manhattan","New York","2017","3"
"Jewel Bako","Manhattan","New York","2017","1"
"JoJo","Manhattan","New York","2017",""
"Jungsik","Manhattan","New York","2017","2"
"Juni","Manhattan","New York","2017",""
"Junoon","Manhattan","New York","2017","1"
"Kajitsu","Manhattan","New York","2017","1"
"Kanoyama","Manhattan","New York","2017","1"
"Kurumazushi","Manhattan","New York","2017",""
"Kyo Ya","Manhattan","New York","2017","1"
"Lan Sheng","Manhattan","New York","2017",""
"Laut","Manhattan","New York","2017",""
"Lever House","Manhattan","New York","2017",""
"Lincoln","Manhattan","New York","2017",""
"Lo Scalco","Manhattan","New York","2017",""
"Luksus at Torst","Brooklyn","New York","2017","1"
"M. Wells Steakhouse","Queens","New York","2017",""
"Marc Forgione","Manhattan","New York","2017",""
"March","Manhattan","New York","2017",""
"Marea","Manhattan","New York","2017","2"
"Masa","Manhattan","New York","2017","3"
"Meadowsweet","Brooklyn","New York","2017","1"
"Minetta Tavern","Manhattan","New York","2017","1"
"The Modern","Manhattan","New York","2017","2"
"Momofuku Ko","Manhattan","New York","2017","2"
"The Musket Room","Manhattan","New York","2017","1"
"Nix","Manhattan","New York","2017","1"
"Nobu","Manhattan","New York","2017",""
"The NoMad","Manhattan","New York","2017","1"
"Oceana","Manhattan","New York","2017",""
"Per Se","Manhattan","New York","2017","3"
"Perry Street","Manhattan","New York","2017",""
"Peter Luger Steak House","Brooklyn","New York","2017","1"
"Picholine","Manhattan","New York","2017",""
"Piora","Manhattan","New York","2017","1"
"Pok Pok NY","Brooklyn","New York","2017",""
"Public","Manhattan","New York","2017","1"
"Rebelle","Manhattan","New York","2017","1"
"Le Restaurant","Manhattan","New York","2017",""
"Rhong-Tiam","Manhattan","New York","2017",""
"The River Café","Brooklyn","New York","2017","1"
"Rosanjin","Manhattan","New York","2017",""
"Rouge Tomate","Manhattan","New York","2017",""
"Satsuki (restaurant)","Manhattan","New York","2017",""
"Saul","Brooklyn","New York","2017",""
"Scalini Fedeli","Manhattan","New York","2017",""
"Seäsonal","Manhattan","New York","2017",""
"Semilla","Brooklyn","New York","2017","1"
"Shalezeh","Manhattan","New York","2017",""
"SHO Shaun Hergatt","Manhattan","New York","2017",""
"La Sirena","Manhattan","New York","2017","1"
"Somtum Der","Manhattan","New York","2017",""
"Soto","Manhattan","New York","2017","2"
"The Spotted Pig","Manhattan","New York","2017",""
"Sushi Amane","Manhattan","New York","2017",""
"Sushi Azabu","Manhattan","New York","2017",""
"Sushi Ginza Onodera","Manhattan","New York","2017","1"
"Sushi Inoue","Manhattan","New York","2017","1"
"Sushi of Gari","Manhattan","New York","2017","1"
"Sushi Yasuda","Manhattan","New York","2017","1"
"Sushi Zo","Manhattan","New York","2017","1"
"Take Root","Brooklyn","New York","2017","1"
"Tamarind Tribeca","Manhattan","New York","2017",""
"Telepan","Manhattan","New York","2017",""
"Tempura Matsui","Manhattan","New York","2017","1"
"Tori Shin","Manhattan","New York","2017","1"
"Torrisi Italian Specialities","Manhattan","New York","2017",""
"Tulsi","Manhattan","New York","2017","1"
"Uncle Boons","Manhattan","New York","2017","1"
"Ushiwakamaru","Manhattan","New York","2017","1"
"La Vara","Brooklyn","New York","2017","1"
"Veritas","Manhattan","New York","2017",""
"Vong","Manhattan","New York","2017",""
"Wallsé","Manhattan","New York","2017","1"
"wd~50","Manhattan","New York","2017",""
"Zabb Elee","Queens","New York","2017",""
"ZZ's Clam Bar","Manhattan","New York","2017","1"
"Acquerello","Nob Hill","San Francisco","2017","2"
"Adega","San Jose","San Francisco","2017","1"
"Alexander’s Steakhouse","Cupertino","San Francisco","2017",""
"All Spice","San Mateo","San Francisco","2017",""
"Al's Place","Mission","San Francisco","2017","1"
"Ame","SoMa","San Francisco","2017","Closed"
"Applewood","Guerneville","San Francisco","2017","Closed"
"Aster","Mission","San Francisco","2017","1"
"Atelier Crenn","Cow Hollow","San Francisco","2017","2"
"Aqua","Financial District","San Francisco","2017","Closed"
"Auberge du Soleil","Rutherford","San Francisco","2017","1"
"Aziza","Richmond","San Francisco","2017","1"
"Baumé","Palo Alto","San Francisco","2017","2"
"Benu","SoMa","San Francisco","2017","3"
"Bistro Jeanty","Yountville","San Francisco","2017",""
"Bouchon","Yountville","San Francisco","2017","1"
"Boulevard","SoMa","San Francisco","2017",""
"Bushi-Tei","Japantown","San Francisco","2017","Closed"
"Californios","Mission","San Francisco","2017","1"
"Campton Place","Union Square","San Francisco","2017","2"
"Chez Panisse","Berkeley","San Francisco","2017",""
"Chez TJ","Mountain View","San Francisco","2017","1"
"Coi","North Beach","San Francisco","2017","2"
"Commis","Oakland","San Francisco","2017","2"
"Commonwealth","Mission","San Francisco","2017","1"
"Cortez","Financial District","San Francisco","2017","Closed"
"Cyrus","Healdsburg","San Francisco","2017","Closed"
"Dio Deka","Los Gatos","San Francisco","2017",""
"Dry Creek Kitchen","Healdsburg","San Francisco","2017",""
"El Paseo","Mill Valley","San Francisco","2017","Closed"
"Etoile","Yountville","San Francisco","2017","Closed"
"Farmhouse Inn & Restaurant","Forestville","San Francisco","2017","1"
"Fifth Floor","SoMa","San Francisco","2017","Closed"
"Fleur de Lys","Financial District","San Francisco","2017","Closed"
"Frances","Castro","San Francisco","2017",""
"Gary Danko","North Beach","San Francisco","2017","1"
"Hashiri","SoMa","San Francisco","2017","1"
"In Situ","SoMa","San Francisco","2017",""
"Jū-Ni","North Panhandle","San Francisco","2017","1"
"K&L Bistro","Sebastopol","San Francisco","2017",""
"Keiko à Nob Hill","Nob Hill","San Francisco","2017","1"
"Kenzo","Napa","San Francisco","2017",""
"Kin Khao","Union Square","San Francisco","2017","1"
"Kinjo","Russian Hill","San Francisco","2017",""
"Kusakabe","Financial District","San Francisco","2017",""
"La Costanera","Montara","San Francisco","2017",""
"La Folie","Russian Hill","San Francisco","2017",""
"La Toque","Rutherford","San Francisco","2017","1"
"Lazy Bear","Mission","San Francisco","2017","2"
"Lord Stanley","Nob Hill","San Francisco","2017","1"
"Luce","SoMa","San Francisco","2017","1"
"Madera","Menlo Park","San Francisco","2017","1"
"Madrona Manor","Healdsburg","San Francisco","2017","1"
"Manresa","Los Gatos","San Francisco","2017","3"
"Martini House","St. Helena","San Francisco","2017","Closed"
"Maruya","Mission","San Francisco","2017",""
"Masa's","Nob Hill","San Francisco","2017","Closed"
"Michael Mina","Financial District","San Francisco","2017","1"
"Mirepoix","Windsor","San Francisco","2017","Closed"
"Mister Jiu’s","Chinatown","San Francisco","2017","1"
"Mosu","Fillmore","San Francisco","2017","1"
"Mourad","SoMa","San Francisco","2017","1"
"Murray Circle","Sausalito","San Francisco","2017",""
"Nico","Pacific Heights","San Francisco","2017","1"
"Octavia","Lower Pacific Heights","San Francisco","2017","1"
"Omakase","SoMa","San Francisco","2017","1"
"One Market","SoMa","San Francisco","2017",""
"Plumed Horse","Saratoga","San Francisco","2017","1"
"Quince","Jackson Square","San Francisco","2017","3"
"Range","Mission","San Francisco","2017",""
"Rasa","Burlingame","San Francisco","2017","1"
"Redd","Yountville","San Francisco","2017",""
"Rich Table","Hayes Valley","San Francisco","2017",""
"Rubicon","Financial District","San Francisco","2017","Closed"
"Saison","SoMa","San Francisco","2017","3"
"Sante","Sonoma","San Francisco","2017",""
"SingleThread Farms","Healdsburg","San Francisco","2017",""
"Solbar","Calistoga","San Francisco","2017","1"
"Sons & Daughters","Nob Hill","San Francisco","2017","1"
"SPQR","Fillmore","San Francisco","2017","1"
"Spruce","Presidio Heights","San Francisco","2017","1"
"State Bird Provisions","Fillmore","San Francisco","2017","1"
"Sushi Ran","Sausalito","San Francisco","2017",""
"Sushi Yoshizumi","San Mateo","San Francisco","2017","1"
"Terra","St. Helena","San Francisco","2017","1"
"Terrapin Creek","Bodega Bay","San Francisco","2017","1"
"The Dining Room at the Ritz-Carlton","Nob Hill","San Francisco","2017","Closed"
"The French Laundry","Yountville","San Francisco","2017","3"
"The Progress","Fillmore","San Francisco","2017","1"
"The Restaurant at Meadowood","St. Helena","San Francisco","2017","3"
"The Village Pub","Woodside","San Francisco","2017","1"
"Trevese","Los Gatos","San Francisco","2017","Closed"
"Ubuntu","Napa","San Francisco","2017","Closed"
"Wako","Richmond","San Francisco","2017","1"
"Wakuriya","San Mateo","San Francisco","2017","1"
"42 Grams","Uptown","Chicago","2017","2"
"Acadia","South Loop","Chicago","2017","2"
"Alinea","Lincoln Park","Chicago","2017","3"
"Avenues","Magnificent Mile","Chicago","2017","Closed"
"Band of Bohemia","Ravenswood","Chicago","2017","1"
"Blackbird","West Loop","Chicago","2017","1"
"Boka","Lincoln Park","Chicago","2017","1"
"Bonsoirée","Logan Square","Chicago","2017","Closed"
"Charlie Trotter's","Lincoln Park","Chicago","2017","Closed"
"Crofton on Wells","River North","Chicago","2017","Closed"
"Courtright's","Willow Springs","Chicago","2017","Closed"
